id,text,language,platform,region,date,aspect,sentiment,sarcasm,clean_text,detected_lang
978,"Idhu Return initiated, waiting.",ta,support,MH,2026-01-11,refund,neutral,0,"idhu return initiated, waiting.",en
979,Idhu 6 days la itself broke in 1 day.,ta,twitter,KA,2025-12-24,quality,negative,0,idhu 6 days la itself broke in 1 day.,so
980,"Bug very, worst experience.",en,youtube,TN,2025-12-24,app,negative,0,"bug very, worst experience.",en
981,"Packaging damage, product scratch.",en,support,KA,2025-12-24,packaging,negative,0,"packaging damage, product scratch.",en
982,"Refund romba slow, 3 days aachu.",mix,instagram,KL,2025-12-22,refund,negative,0,"refund romba slow, 3 days aachu.",en
983,"Delivery very inte, 6 days deiny 😡",en,instagram,AP,2026-02-11,delivery,negative,0,"delivery very inte, 6 days deiny 😡",en
984,Great service 👏 2 hours wait pannanum,mix,support,DL,2025-11-27,app,negative,1,great service 👏 2 hours wait pannanum,en
985,Idhu Arrived. Will test and update.,ta,support,TS,2025-12-02,delivery,neutral,0,idhu arrived. will test and update.,en
986,7 days la itself late delivery.,mix,youtube,KL,2026-01-10,quality,negative,0,7 days la itself late delivery.,af
987,Idhu Quality ok. Normal usage ku podhum.,ta,reviews,MH,2026-01-29,quality,neutral,0,idhu quality ok. normal usage ku podhum.,sq
988,Worth for money ✅,en,youtube,TN,2026-02-23,price,positive,0,worth for money ✅,en
989,Idhu Delivery nalla! on-time arrived.,ta,twitter,MH,2025-12-30,delivery,positive,0,idhu delivery nalla! on-time arrived.,en
990,"App ok, sometimes slow.",mix,reviews,TS,2025-12-31,app,neutral,0,"app ok, sometimes slow.",no
991,Idhu Return approve pannala.,ta,reviews,TS,2026-02-16,refund,negative,0,idhu return approve pannala.,it
992,"Material good, value for money.",mix,reviews,DL,2025-12-25,quality,positive,0,"material good, value for money.",en
993,"Refund romba slow, 2 hours aachu.",mix,instagram,DL,2026-02-19,refund,negative,0,"refund romba slow, 2 hours aachu.",en
994,Payment failure repeatedly.,mix,reviews,KA,2026-01-15,app,negative,0,payment failure repeatedly.,en
995,"Packaging damage, product scratch.",mix,youtube,DL,2026-01-05,packaging,negative,0,"packaging damage, product scratch.",en
996,"Idhu Support reply pannala, 3 days wait 😤",ta,support,DL,2026-01-31,service,negative,0,"idhu support reply pannala, 3 days wait 😤",en
997,"Idhu App UI smooth, easy to use.",ta,support,KL,2026-02-17,app,positive,0,"idhu app ui smooth, easy to use.",en
998,"Idhu Support reply pannala, no response for 24 hours wait 😤",ta,youtube,KA,2025-11-30,service,negative,0,"idhu support reply pannala, no response for 24 hours wait 😤",en
999,Idhu 7 days la itself missing parts.,ta,instagram,AP,2025-12-16,quality,negative,0,idhu 7 days la itself missing parts.,en
1000,"Delivery ok, but pakalam.",mix,reviews,TN,2026-01-20,delivery,neutral,0,"delivery ok, but pakalam.",id
